prefecture_code,prefecture_name,city_code,city_name,city_type,city_name_level,city_name_with_space,city_name_kana,city_name_kana_large,city_name_roman
22,静岡県,22225,伊豆の国市,市,1,伊豆の国市,イズノクニシ,イズノクニシ,Izunokuni Shi
22,静岡県,22226,牧之原市,市,1,牧之原市,マキノハラシ,マキノハラシ,Makinohara Shi
22,静岡県,22301,賀茂郡東伊豆町,町,2,賀茂郡 東伊豆町,カモグンヒガシイズチョウ,カモグンヒガシイズチヨウ,Kamo Gun Higashiizu Cho
22,静岡県,22302,賀茂郡河津町,町,2,賀茂郡 河津町,カモグンカワヅチョウ,カモグンカワヅチヨウ,Kamo Gun Kawazu Cho
22,静岡県,22304,賀茂郡南伊豆町,町,2,賀茂郡 南伊豆町,カモグンミナミイズチョウ,カモグンミナミイズチヨウ,Kamo Gun Minamiizu Cho
22,静岡県,22305,賀茂郡松崎町,町,2,賀茂郡 松崎町,カモグンマツザキチョウ,カモグンマツザキチヨウ,Kamo Gun Matsuzaki Cho
22,静岡県,22306,賀茂郡西伊豆町,町,2,賀茂郡 西伊豆町,カモグンニシイズチョウ,カモグンニシイズチヨウ,Kamo Gun Nishiizu Cho
22,静岡県,22325,田方郡函南町,町,2,田方郡 函南町,タガタグンカンナミチョウ,タガタグンカンナミチヨウ,Tagata Gun Kannami Cho
22,静岡県,22341,駿東郡清水町,町,2,駿東郡 清水町,スントウグンシミズチョウ,スントウグンシミズチヨウ,Sunto Gun Shimizu Cho
22,静岡県,22342,駿東郡長泉町,町,2,駿東郡 長泉町,スントウグンナガイズミチョウ,スントウグンナガイズミチヨウ,Sunto Gun Nagaizumi Cho
22,静岡県,22344,駿東郡小山町,町,2,駿東郡 小山町,スントウグンオヤマチョウ,スントウグンオヤマチヨウ,Sunto Gun Oyama Cho
22,静岡県,22424,榛原郡吉田町,町,2,榛原郡 吉田町,ハイバラグンヨシダチョウ,ハイバラグンヨシダチヨウ,Haibara Gun Yoshida Cho
22,静岡県,22429,榛原郡川根本町,町,2,榛原郡 川根本町,ハイバラグンカワネホンチョウ,ハイバラグンカワネホンチヨウ,Haibara Gun Kawanehon Cho
22,静岡県,22461,周智郡森町,町,2,周智郡 森町,シュウチグンモリマチ,シユウチグンモリマチ,Shuchi Gun Mori Machi
23,愛知県,23101,名古屋市千種区,区,2,名古屋市 千種区,ナゴヤシチクサク,ナゴヤシチクサク,Nagoya Shi Chikusa Ku
23,愛知県,23102,名古屋市東区,区,2,名古屋市 東区,ナゴヤシヒガシク,ナゴヤシヒガシク,Nagoya Shi Higashi Ku
23,愛知県,23103,名古屋市北区,区,2,名古屋市 北区,ナゴヤシキタク,ナゴヤシキタク,Nagoya Shi Kita Ku
23,愛知県,23104,名古屋市西区,区,2,名古屋市 西区,ナゴヤシニシク,ナゴヤシニシク,Nagoya Shi Nishi Ku
23,愛知県,23105,名古屋市中村区,区,2,名古屋市 中村区,ナゴヤシナカムラク,ナゴヤシナカムラク,Nagoya Shi Nakamura Ku
23,愛知県,23106,名古屋市中区,区,2,名古屋市 中区,ナゴヤシナカク,ナゴヤシナカク,Nagoya Shi Naka Ku
23,愛知県,23107,名古屋市昭和区,区,2,名古屋市 昭和区,ナゴヤシショウワク,ナゴヤシシヨウワク,Nagoya Shi Showa Ku
23,愛知県,23108,名古屋市瑞穂区,区,2,名古屋市 瑞穂区,ナゴヤシミズホク,ナゴヤシミズホク,Nagoya Shi Mizuho Ku
23,愛知県,23109,名古屋市熱田区,区,2,名古屋市 熱田区,ナゴヤシアツタク,ナゴヤシアツタク,Nagoya Shi Atsuta Ku
23,愛知県,23110,名古屋市中川区,区,2,名古屋市 中川区,ナゴヤシナカガワク,ナゴヤシナカガワク,Nagoya Shi Nakagawa Ku
23,愛知県,23111,名古屋市港区,区,2,名古屋市 港区,ナゴヤシミナトク,ナゴヤシミナトク,Nagoya Shi Minato Ku
23,愛知県,23112,名古屋市南区,区,2,名古屋市 南区,ナゴヤシミナミク,ナゴヤシミナミク,Nagoya Shi Minami Ku
23,愛知県,23113,名古屋市守山区,区,2,名古屋市 守山区,ナゴヤシモリヤマク,ナゴヤシモリヤマク,Nagoya Shi Moriyama Ku
